CASE Number,Accident Date,Accident Time,Day of Week,Nearest Street,At Intersection,Precinct,Zone ID,Number of Vehicles Involved,Location 1
2016014798.0,04/17/2016,950,SUN,EDWIN DR,Yes,4.0,427.0,3,"INDEPENDENCE BL S
VIRGINIA BEACH, VA
"
2017015002.0,04/26/2017,1804,WED,PARKWAY MARKET PLACE,Yes,4.0,422.0,2,"FERRELL PW
VIRGINIA BEACH, VA
"
2016014479.0,04/15/2016,920,FRI,DOON ST,Yes,4.0,421.0,3,"LYNNHAVEN PW
VIRGINIA BEACH, VA
"
2017015486.0,04/29/2017,1754,SAT,LONDON BRIDGE RD,Yes,1.0,122.0,2,"2100 GENERAL BOOTH BL
VIRGINIA BEACH, VA
(36.768381, -76.012946)"
2016014676.0,04/16/2016,1245,SAT,SENTARA WY,Yes,4.0,427.0,2,"ROSEMONT RD S
VIRGINIA BEACH, VA
"
2017015259.0,04/28/2017,1521,FRI,4239 HOLLAND RD,100 Feet From,4.0,426.0,1,"4198 PLAZA TL S
VIRGINIA BEACH, VA
(36.819393, -76.119651)"
2017015430.0,04/29/2017,1250,SAT,GALLERY DR,Yes,1.0,123.0,2,"DAM NECK RD
VIRGINIA BEACH, VA
"
2017014329.0,04/21/2017,1930,FRI,MAGIC HOLLOW RD,Yes,1.0,127.0,1,"LYNNHAVEN PW
VIRGINIA BEACH, VA
"
2017015482.0,04/29/2017,1730,SAT,MILITARY HY S,50 Feet From,4.0,420.0,2,"6500 AUBURN DR
VIRGINIA BEACH, VA
(36.808168, -76.216969)"
2017015326.0,04/28/2017,2210,FRI,CENTRAL PARK AV,Yes,3.0,324.0,3,"4553 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.843409, -76.134304)"
2017015411.0,04/29/2017,300,SAT,BAKER RD,,3.0,331.0,1,"5795 THURSTON AV
VIRGINIA BEACH, VA
(36.894023, -76.184311)"
2017039610.0,10/05/2017,1455,THU,DIAMOND SPRINGS RD,700 Feet From,3.0,327.0,2,"5400 WESLEYAN DR
VIRGINIA BEACH, VA
(36.870089, -76.163448)"
2017039475.0,10/04/2017,1437,WED,PLEASURE HOUSE RD,25 Feet From,3.0,329.0,2,"4800 FIRST COURT RD
VIRGINIA BEACH, VA
(36.897801, -76.137427)"
2017039568.0,10/05/2017,808,THU,VIRGINIA BEACH BL,Yes,3.0,322.0,2,"300 THALIA RD
VIRGINIA BEACH, VA
(36.843432, -76.120937)"
2017039524.0,10/04/2017,2110,WED,GROVELAND RD,Yes,3.0,321.0,2,"3200 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.842694, -76.083004)"
2016014744.0,04/16/2016,2239,SAT,FIRST COURT,Yes,3.0,329.0,2,"4101 SHORE DR
VIRGINIA BEACH, VA
"
2017039621.0,10/05/2017,1600,THU,BROAD ST,Yes,3.0,323.0,2,"300 KELLAM RD
VIRGINIA BEACH, VA
(36.844064, -76.142085)"
2017047190.0,11/29/2017,1731,WED,4699 PLEASANT VALLEY RD,400 Feet From,4.0,425.0,2,"4760 FERRELL PW
VIRGINIA BEACH, VA
(36.796698, -76.141461)"
2017047473.0,12/01/2017,1430,FRI,SWORD DANCER DR,Yes,1.0,123.0,2,"1735 BOLD RULER DR
VIRGINIA BEACH, VA
(36.776256, -75.981811)"
2017047169.0,11/29/2017,1604,WED,ARVIN RD,50 Feet From,4.0,420.0,2,"6399 INDIAN RIVER RD
VIRGINIA BEACH, VA
(36.817035, -76.212901)"
2017047192.0,11/29/2017,1735,WED,PRINCESS ANNE RD,100 Feet From,4.0,426.0,1,"4800 BAXTER RD
VIRGINIA BEACH, VA
(36.826413, -76.1452)"
2017045896.0,11/19/2017,1955,SUN,601 GOVERNORS WY,Yes,4.0,427.0,1,"3865 HOLLAND RD
VIRGINIA BEACH, VA
(36.815991, -76.108059)"
2017015652.0,04/30/2017,1245,SUN,PROVIDENCE RD,50 Feet From,4.0,420.0,2,"1000 MILITARY HY S
VIRGINIA BEACH, VA
(36.810773, -76.218157)"
2016014419.0,04/14/2016,2213,THU,ROSEMONT RD S,Yes,4.0,427.0,2,"HOLLAND RD
VIRGINIA BEACH, VA
"
2017015656.0,04/30/2017,1320,SUN,KEMPSRIVER DR,Yes,4.0,421.0,2,"5400 INDIAN RIVER RD
VIRGINIA BEACH, VA
(36.799073, -76.177941)"
2017015226.0,04/28/2017,1130,FRI,SANDBRIDGE RD,00.50 Miles From,1.0,122.0,1,"3137 NEWBRIDGE RD
VIRGINIA BEACH, VA
(36.722618, -75.994449)"
2017015650.0,04/30/2017,1154,SUN,CLUB HOUSE RD S,Yes,1.0,129.0,2,"800 CLUB HOUSE RD S
VIRGINIA BEACH, VA
(36.81439, -76.082933)"
2017015675.0,04/30/2017,1512,SUN,1401 DAHLIA DR,Yes,4.0,428.0,2,"1198 ROSEMONT RD S
VIRGINIA BEACH, VA
"
2017015545.0,04/29/2017,2328,SAT,HILLVIEW CT,50 Feet From,4.0,422.0,2,"1000 HILLVIEW BL
VIRGINIA BEACH, VA
(36.810476, -76.182864)"
2017015214.0,04/28/2017,840,FRI,REPUBLIC RD,Yes,2.0,222.0,2,"799 FIRST COLONIAL RD
VIRGINIA BEACH, VA
(36.853107, -76.022829)"
2016013314.0,04/07/2016,1800,THU,INDIAN RIVER RD,Yes,4.0,420.0,2,"PROVIDENCE RD
VIRGINIA BEACH, VA
"
2016013305.0,04/07/2016,1735,THU,PRINCESS ANNE RD,Yes,4.0,426.0,2,"PROVIDENCE RD
VIRGINIA BEACH, VA
"
2016012944.0,04/05/2016,39,TUE,INDIAN RIVER RD,Yes,4.0,420.0,2,"MILITARY HY S
VIRGINIA BEACH, VA
"
2017015641.0,04/30/2017,1015,SUN,DEY COVE DR,Yes,2.0,221.0,3,"1600 GREAT NECK RD N
VIRGINIA BEACH, VA
(36.886166, -76.04875)"
2017015692.0,04/30/2017,1754,SUN,SEA PINES RD,Yes,2.0,226.0,3,"3799 PACIFIC AV
VIRGINIA BEACH, VA
(36.865758, -75.981058)"
2017015414.0,04/29/2017,1044,SAT,VIRGINIA TECH CT,Yes,3.0,326.0,2,"DIAMOND SPRINGS RD
VIRGINIA BEACH, VA
"
2017015625.0,04/30/2017,900,SUN,CLEARFIELD AV,5.00 Miles From,3.0,325.0,1,"5361 CLEVELAND ST
VIRGINIA BEACH, VA
(36.843837, -76.165368)"
2017015584.0,04/30/2017,204,SUN,PRESCOTT AV,Yes,3.0,322.0,2,"BONNEY RD
VIRGINIA BEACH, VA
"
2017015789.0,05/01/2017,1115,MON,EUCLID RD,200 Feet From,3.0,324.0,2,"INDEPENDENCE BL S
VIRGINIA BEACH, VA
"
2017039337.0,10/03/2017,1500,TUE,SHELTON RD,Yes,3.0,329.0,3,"1901 INDEPENDENCE BL
VIRGINIA BEACH, VA
(36.801764, -76.112064)"
2017039696.0,10/06/2017,635,FRI,45TH ST,Yes,2.0,226.0,1,"4500 ATLANTIC AV
VIRGINIA BEACH, VA
(36.873166, -75.983205)"
2017039555.0,10/05/2017,549,THU,264,Yes,3.0,324.0,2,"300 INDEPENDENCE BL S
VIRGINIA BEACH, VA
(36.844298, -76.136657)"
2017039597.0,10/05/2017,1300,THU,VIRGINIA BEACH BL,100 Feet From,3.0,324.0,2,"INDEPENDENCE BL
VIRGINIA BEACH, VA
"
2016014585.0,04/15/2016,2144,FRI,TOWNE SQUARE DR,Yes,4.0,428.0,1,"WINDSOR OAKS BL
VIRGINIA BEACH, VA
"
2017039702.0,10/06/2017,745,FRI,HIGHWAY LA,100 Feet From,2.0,224.0,2,"1776 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.843105, -76.025812)"
2017039196.0,10/02/2017,1446,MON,NORTHAMPTON BL,Yes,3.0,329.0,2,"4589 SHORE DR
VIRGINIA BEACH, VA
(36.903637, -76.129929)"
2017039657.0,10/05/2017,1805,THU,CENTER POINT LN,Yes,4.0,423.0,2,"4700 BAXTER RD
VIRGINIA BEACH, VA
(36.830638, -76.138148)"
2017039775.0,10/06/2017,1732,FRI,INVESTORS PLACE,Yes,4.0,427.0,2,"INDEPENDENCE BL S
VIRGINIA BEACH, VA
"
2016013483.0,04/08/2016,1820,FRI,THAMESFORD DR,Yes,4.0,424.0,1,"LYNNHAVEN PW
VIRGINIA BEACH, VA
"
2017039396.0,10/03/2017,2304,TUE,CULVER LA,00.01 Miles From,1.0,122.0,1,"WELLSFORD DR
VIRGINIA BEACH, VA
"
2017039655.0,10/05/2017,1916,THU,LONDON BRIDGE RD,Yes,1.0,124.0,2,"DAM NECK RD
VIRGINIA BEACH, VA
"
2017039397.0,10/03/2017,2300,TUE,CULVER LA,500 Feet From,1.0,122.0,1,"1899 WELLSFORD DR
VIRGINIA BEACH, VA
(36.772371, -75.996493)"
2017015793.0,05/01/2017,1200,MON,TARLETON OAKS DR,Yes,4.0,421.0,2,"2100 KEMPSVILLE RD
VIRGINIA BEACH, VA
(36.77315, -76.200949)"
2017015417.0,04/29/2017,1105,SAT,LONDON POINTE DR,Yes,2.0,222.0,2,"404 OLD GREAT NECK RD
VIRGINIA BEACH, VA
(36.846812, -76.050939)"
2017015269.0,04/28/2017,1609,FRI,GREEN HILL RD,100 Feet From,2.0,221.0,2,"1830 GREAT NECK RD N
VIRGINIA BEACH, VA
(36.894839, -76.059551)"
2017015851.0,05/01/2017,1650,MON,SANDPIPER RD,1.00 Miles From,1.0,122.0,2,"500 SANDBRIDGE RD
VIRGINIA BEACH, VA
(36.743127, -75.953383)"
2017015202.0,04/28/2017,705,FRI,FALCON CRES,600 Feet From,2.0,221.0,2,"1900 GREAT NECK RD N
VIRGINIA BEACH, VA
(36.896949, -76.06243)"
2017015753.0,05/01/2017,630,MON,LOUISA AV,Yes,2.0,224.0,3,"OCEANA BL
VIRGINIA BEACH, VA
"
2017015466.0,04/30/2017,1600,SUN,500 24TH ST,Yes,2.0,227.0,2,"2400 BALTIC AV
VIRGINIA BEACH, VA
(36.851277, -75.981107)"
2017015023.0,04/26/2017,2050,WED,BAY COLONY DR,999 Feet From,2.0,226.0,2,"4699 HOLLY RD
VIRGINIA BEACH, VA
(36.874334, -75.986311)"
2017015759.0,05/01/2017,730,MON,FIRST COLONIAL RD,Yes,2.0,224.0,2,"100 OCEANA BL
VIRGINIA BEACH, VA
(36.838155, -76.016814)"
2017015867.0,05/01/2017,1834,MON,ROSEMONT RD S,Yes,1.0,128.0,2,"BUCKNER BL
VIRGINIA BEACH, VA
"
2016013940.0,04/11/2016,1436,MON,COLLEGE PARK BL,Yes,4.0,420.0,2,"PROVIDENCE RD
VIRGINIA BEACH, VA
"
2017015850.0,05/01/2017,1711,MON,MEDITERRANEAN AV,Yes,2.0,227.0,2,"500 NORFOLK AV
VIRGINIA BEACH, VA
(36.837628, -75.977413)"
2017015854.0,05/01/2017,1720,MON,3298 HOLLAND RD,300 Feet From,1.0,128.0,2,"1141 LYNNHAVEN PW
VIRGINIA BEACH, VA
(36.802265, -76.084334)"
2016013987.0,04/11/2016,1917,MON,LELAND CI,Yes,4.0,420.0,2,"INDIAN RIVER RD
VIRGINIA BEACH, VA
"
2017015833.0,05/01/2017,1539,MON,AIR STATION DR,Yes,2.0,224.0,2,"1800 POTTERS RD
VIRGINIA BEACH, VA
(36.837689, -76.026317)"
2017014318.0,04/21/2017,1904,FRI,SAND PEBBLES DR,5 Feet From,4.0,421.0,2,"5072 INDIAN RIVER RD
VIRGINIA BEACH, VA
(36.788566, -76.16347)"
2016013977.0,04/11/2016,1820,MON,INDEPENDENCE BL S,Yes,1.0,125.0,2,"PRINCESS ANNE RD
VIRGINIA BEACH, VA
"
2017038791.0,09/29/2017,1810,FRI,HOLLAND RD,100 Feet From,4.0,428.0,2,"1200 LYNNHAVEN PW
VIRGINIA BEACH, VA
(36.798358, -76.086688)"
2017039754.0,10/06/2017,1504,FRI,COMMERCE PW,Yes,2.0,224.0,3,"138 LONDON BRIDGE RD
VIRGINIA BEACH, VA
(36.837097, -76.049852)"
2017047498.0,12/01/2017,1707,FRI,PLEASURE HOUSE RD,200 Feet From,3.0,329.0,2,"SHORE DR
VIRGINIA BEACH, VA
"
2017047586.0,12/02/2017,950,SAT,264 NO,Yes,3.0,325.0,2,"WITCHDUCK RD N
VIRGINIA BEACH, VA
"
2017046306.0,11/22/2017,1920,WED,KELLAM RD,25 Feet From,3.0,324.0,1,"4751 EUCLID RD
VIRGINIA BEACH, VA
(36.836336, -76.13947)"
2016013887.0,04/11/2016,1049,MON,INDEPENDENCE BL S,Yes,1.0,128.0,2,"LYNNHAVEN PW
VIRGINIA BEACH, VA
"
2017015695.0,04/30/2017,1820,SUN,CARNATION AV,Yes,3.0,323.0,2,"553 ARAGONA BL
VIRGINIA BEACH, VA
(36.851761, -76.1466)"
2016014679.0,04/16/2016,1256,SAT,PLEASANT VALLEY RD,Yes,4.0,425.0,2,"FERRELL PW
VIRGINIA BEACH, VA
"
2016015077.0,04/19/2016,853,TUE,VAN BUREN DR,Yes,4.0,427.0,2,"ROSEMONT RD S
VIRGINIA BEACH, VA
"
2017015989.0,05/02/2017,1650,TUE,THALIA RD,250 Feet From,3.0,322.0,3,"VIRGINIA BEACH BL
VIRGINIA BEACH, VA
"
2016015072.0,04/19/2016,753,TUE,CHIMNEY HILL PW,Yes,4.0,427.0,2,"HOLLAND RD
VIRGINIA BEACH, VA
"
2017015702.0,04/30/2017,1927,SUN,WESTGROVE RD,200 Feet From,3.0,327.0,1,"5000 PAINE LN
VIRGINIA BEACH, VA
(36.867114, -76.151338)"
2017015491.0,04/29/2017,1748,SAT,KINGS GRANT RD,Yes,3.0,321.0,2,"3099 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.843098, -76.078796)"
2017015894.0,05/01/2017,2147,MON,BAKER CT,Yes,3.0,326.0,2,"699 BAKER RD
VIRGINIA BEACH, VA
(36.863383, -76.178028)"
2017015836.0,05/01/2017,1555,MON,PAUL REVERE RD,Yes,3.0,329.0,2,"1227 INDEPENDENCE BL
VIRGINIA BEACH, VA
(36.878313, -76.133576)"
2017015934.0,05/02/2017,930,TUE,INDIAN LAKES BL,Yes,4.0,425.0,2,"FERRELL PW
VIRGINIA BEACH, VA
"
2017015131.0,04/27/2017,1713,THU,DAHLIA DR,Yes,4.0,426.0,2,"1700 INDEPENDENCE BL S
VIRGINIA BEACH, VA
(36.809185, -76.120376)"
2017015485.0,04/29/2017,1750,SAT,CAVALIER STADIUM,150 Feet From,3.0,324.0,2,"4400 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.8435, -76.125923)"
2017015920.0,05/02/2017,740,TUE,INVESTORS PL,300 Feet From,4.0,427.0,2,"INDEPENDENCE BL S
VIRGINIA BEACH, VA
"
2017015856.0,05/01/2017,1740,MON,NORTHAMPTON BL,Yes,3.0,326.0,2,"1201 BAKER RD
VIRGINIA BEACH, VA
(36.883924, -76.183259)"
2017015502.0,04/29/2017,1853,SAT,STRATFORD DR E,Yes,3.0,330.0,2,"3558 SHORE DR
VIRGINIA BEACH, VA
(36.907913, -76.09738)"
2017015947.0,05/02/2017,1123,TUE,CHESTNUT AV,Yes,3.0,322.0,2,"BONNEY RD
VIRGINIA BEACH, VA
"
2017015756.0,05/01/2017,715,MON,KELLAM RD,300 Feet From,3.0,327.0,2,"WITCHDUCK RD N
VIRGINIA BEACH, VA
"
2017015922.0,05/02/2017,800,TUE,LEVEL GREEN CT,Yes,4.0,420.0,2,"LEVEL GREEN BL
VIRGINIA BEACH, VA
"
2017038493.0,09/27/2017,1718,WED,FIVE FORKS RD,Yes,3.0,329.0,2,"1400 INDEPENDENCE BL
VIRGINIA BEACH, VA
(36.884127, -76.134411)"
2017039814.0,10/07/2017,34,SAT,INDIAN RIVER RD,Yes,4.0,422.0,2,"1404 KEMPSVILLE RD
VIRGINIA BEACH, VA
(36.797447, -76.174809)"
2017039876.0,10/07/2017,1230,SAT,DUNHILL DR,Yes,4.0,425.0,2,"4723 PROVIDENCE RD
VIRGINIA BEACH, VA
(36.804941, -76.143437)"
2016015220.0,04/20/2016,646,WED,INDIAN LAKES BL,Yes,4.0,425.0,2,"FERRELL PW
VIRGINIA BEACH, VA
"
2017039875.0,10/07/2017,1226,SAT,VILLAGE DR,50 Feet From,2.0,222.0,2,"1823 LASKIN RD
VIRGINIA BEACH, VA
(36.849373, -76.028328)"
2016015221.0,04/20/2016,735,WED,ASHTON DR,Yes,4.0,421.0,2,"DALRYMPLE ST
VIRGINIA BEACH, VA
"
2017038317.0,09/26/2017,1504,TUE,HESSIAN RD N,50 Feet From,3.0,323.0,0,"600 INDEPENDENCE BL
VIRGINIA BEACH, VA
(36.852701, -76.135977)"
2017038502.0,09/27/2017,1749,WED,BONNEY RD,100 Feet From,3.0,322.0,0,"100 ROSEMONT RD S
VIRGINIA BEACH, VA
(36.839331, -76.097336)"
2017038486.0,09/27/2017,1612,WED,BEASLEY DR,Yes,3.0,323.0,0,"VIRGINIA BEACH BL
VIRGINIA BEACH, VA
"
2017015960.0,05/02/2017,1240,TUE,ROSE HALL DR,500 Feet From,2.0,221.0,1,"1099 GREAT NECK RD N
VIRGINIA BEACH, VA
(36.867261, -76.043506)"
2016014065.0,04/12/2016,1144,TUE,CENTRAL DR,Yes,1.0,127.0,2,"INTERNATIONAL PW
VIRGINIA BEACH, VA
"
2017015808.0,05/01/2017,1215,MON,PACIFIC AV,Yes,2.0,226.0,2,"ATLANTIC AV
VIRGINIA BEACH, VA
"
2017015939.0,05/02/2017,1015,TUE,DONNA DR,Yes,2.0,223.0,2,"598 FIRST COLONIAL RD
VIRGINIA BEACH, VA
(36.848473, -76.021549)"
2017014739.0,04/24/2017,1613,MON,PISSARRO DR,5.00 Feet From,4.0,425.0,2,"1467 ROUND HILL DR
VIRGINIA BEACH, VA
(36.790272, -76.134489)"
2017015819.0,05/01/2017,1400,MON,32ND ST,Yes,2.0,227.0,2,"3197 PACIFIC AV
VIRGINIA BEACH, VA
(36.860046, -75.979545)"
2017014143.0,04/20/2017,1920,THU,PINE VIEW AV,Yes,1.0,124.0,2,"LONDON BRIDGE RD
VIRGINIA BEACH, VA
"
2017016002.0,05/02/2017,1815,TUE,DRAKESMILE RD,Yes,1.0,124.0,3,"2798 DAM NECK RD
VIRGINIA BEACH, VA
(36.787958, -76.067988)"
2016014532.0,04/15/2016,1534,FRI,UPTON DR,Yes,1.0,122.0,2,"SANDBRIDGE RD
VIRGINIA BEACH, VA
"
2017015973.0,05/02/2017,1450,TUE,264,25 Feet From,1.0,127.0,2,"LONDON BRIDGE RD
VIRGINIA BEACH, VA
"
2017016089.0,05/03/2017,1120,WED,ROSEMONT RD S,Yes,1.0,128.0,2,"LYNNHAVEN PW
VIRGINIA BEACH, VA
"
2017016092.0,05/03/2017,1203,WED,PRINCESS ANNE RD,.05 Miles From,4.0,426.0,2,"698 GREEN MEADOWS DR
VIRGINIA BEACH, VA
(36.81277, -76.13546)"
2017015821.0,05/01/2017,1419,MON,VILLAGE DR,Yes,2.0,222.0,2,"1823 LASKIN RD
VIRGINIA BEACH, VA
(36.849373, -76.028328)"
2017016073.0,05/03/2017,945,WED,GENERAL BOOTH BL,Yes,1.0,123.0,3,"OCEANA BL
VIRGINIA BEACH, VA
"
2016015439.0,04/21/2016,1706,THU,FIRST COLONIAL RD,Yes,2.0,223.0,2,"WILL O WISP DR
VIRGINIA BEACH, VA
"
2017016066.0,05/03/2017,841,WED,WICKLOW PL,Yes,4.0,426.0,4,"INDEPENDENCE BL S
VIRGINIA BEACH, VA
"
2017016114.0,05/03/2017,1352,WED,WINDSOR OAKS BL,Yes,4.0,427.0,2,"HOLLAND RD
VIRGINIA BEACH, VA
"
2017039922.0,10/07/2017,1800,SAT,BELLS RD,400 Feet From,2.0,228.0,2,"598 OCEANA BL
VIRGINIA BEACH, VA
(36.81911, -76.007717)"
2017047497.0,12/01/2017,1701,FRI,ROPE LA,Yes,3.0,322.0,2,"523 SEEMAN RD
VIRGINIA BEACH, VA
(36.848304, -76.10941)"
2017047119.0,11/29/2017,1158,WED,BONNEY RD,Yes,3.0,322.0,3,"ROSEMONT RD S
VIRGINIA BEACH, VA
"
2017049673.0,12/23/2017,430,SAT,CONCORD BRIDGE RD,00005 Feet From,4.0,427.0,1,"404 RED LION RD
VIRGINIA BEACH, VA
(36.826889, -76.104621)"
2016014675.0,04/16/2016,1248,SAT,BALTIC AV,Yes,2.0,227.0,2,"VIRGINIA BEACH BL
VIRGINIA BEACH, VA
"
2016015546.0,04/22/2016,1119,FRI,PRINCESS ANNE RD,Yes,4.0,422.0,2,"KEMPSVILLE RD
VIRGINIA BEACH, VA
"
2017015930.0,05/02/2017,910,TUE,DAM NECK RD,Yes,1.0,124.0,2,"LONDON BRIDGE RD
VIRGINIA BEACH, VA
"
2017016070.0,05/03/2017,120,WED,LYNNHAVEN PW,0.25 Miles From,1.0,127.0,1,"2601 LISHELLE PL
VIRGINIA BEACH, VA
(36.811323, -76.065568)"
2017015860.0,05/01/2017,1745,MON,300 OLD GREAT NECK RD,50 Feet From,2.0,222.0,2,"357 GREAT NECK RD N
VIRGINIA BEACH, VA
(36.844417, -76.048067)"
2017015281.0,04/28/2017,1714,FRI,KEMPSVILLE RD,50 Feet From,4.0,422.0,2,"5300 KEMPSRIVER RD
VIRGINIA BEACH, VA
(36.802774, -76.174556)"
2017016103.0,05/03/2017,1240,WED,INDIAN RIVER RD,300 Feet From,1.0,121.0,3,"3740 NORTH LANDING RD
VIRGINIA BEACH, VA
(36.731992, -76.098824)"
2016014643.0,04/16/2016,705,SAT,NORFOLK AV,Yes,2.0,227.0,2,"PACIFIC AV
VIRGINIA BEACH, VA
"
2017015944.0,05/02/2017,1000,TUE,GRAND CYPRESS SQ,999 Feet From,3.0,327.0,2,"1157 LAWSON COVE CI
VIRGINIA BEACH, VA
(36.880382, -76.164158)"
2016015550.0,04/22/2016,1210,FRI,PRESIDENTIAL BL,Yes,4.0,427.0,2,"PLAZA TL S
VIRGINIA BEACH, VA
"
2017016082.0,05/03/2017,1020,WED,NORWICH AV,Yes,3.0,331.0,2,"5800 NORTHAMPTON BL
VIRGINIA BEACH, VA
(36.882286, -76.185245)"
2017016110.0,05/03/2017,1335,WED,INDEPENDENCE,Yes,3.0,329.0,2,"5100 SHORE DR
VIRGINIA BEACH, VA
(36.905633, -76.144551)"
2016015414.0,04/21/2016,1455,THU,RIDDLE AV,Yes,2.0,224.0,2,"VIRGINIA BEACH BL
VIRGINIA BEACH, VA
"
2017016145.0,05/03/2017,1635,WED,LORETTA LA,500 Feet From,2.0,225.0,2,"100 BIRDNECK RD N
VIRGINIA BEACH, VA
(36.838094, -75.998501)"
2016013011.0,04/05/2016,1450,TUE,BENNINGTON RD,Yes,4.0,420.0,2,"AUBURN DR
VIRGINIA BEACH, VA
"
2016014924.0,04/18/2016,916,MON,CORPORATE LANDING PW,Yes,1.0,123.0,2,"GENERAL BOOTH BL
VIRGINIA BEACH, VA
"
2016014914.0,04/18/2016,655,MON,INDEPENDENCE BL S,Yes,4.0,426.0,1,"MINNARD CT
VIRGINIA BEACH, VA
"
2017015483.0,04/29/2017,1725,SAT,URCHIN RD,Yes,2.0,220.0,2,"2900 SHORE DR
VIRGINIA BEACH, VA
(36.911341, -76.071577)"
2017015992.0,05/02/2017,1701,TUE,FIRST COLONIAL RD,300 Feet From,2.0,224.0,2,"1736 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.842816, -76.023649)"
2017012933.0,04/12/2017,1515,WED,DAM NECK RD,Yes,1.0,125.0,2,"3447 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.775553, -76.091203)"
2017015560.0,04/30/2017,20,SUN,LASKIN RD,Yes,2.0,223.0,0,"NEVAN RD
VIRGINIA BEACH, VA
"
2017016160.0,05/03/2017,1844,WED,1699 WISCONSIN AV,Yes,2.0,224.0,2,"399 FIRST COLONIAL RD
VIRGINIA BEACH, VA
(36.844051, -76.020965)"
2017013296.0,04/27/2017,203,THU,PARKS AV,200 Feet From,2.0,227.0,2,"798 22ND ST
VIRGINIA BEACH, VA
(36.848345, -75.9862)"
2017015684.0,04/30/2017,1622,SUN,BONNEY RD,25 Feet From,4.0,423.0,1,"400 WITCHDUCK RD S
VIRGINIA BEACH, VA
(36.828354, -76.159684)"
2017015190.0,04/28/2017,52,FRI,15TH ST,200 Feet From,2.0,227.0,2,"1409 CYPRESS AV
VIRGINIA BEACH, VA
(36.841479, -75.982354)"
2017015381.0,04/29/2017,220,SAT,ARCTIC AVE,Yes,2.0,227.0,2,"400 20TH ST
VIRGINIA BEACH, VA
(36.847718, -75.978167)"
2016015576.0,04/22/2016,1606,FRI,LAKECREST RD,Yes,1.0,126.0,2,"800 CLUB HOUSE RD S
VIRGINIA BEACH, VA
(36.81439, -76.082934)"
2017014798.0,04/25/2017,236,TUE,400 FIRST COLONIAL RD.,100 Feet From,2.0,224.0,1,"1700 VIRGINIA BEACH BLVD
VIRGINIA BEACH, VA
(36.842599, -76.02181)"
2017016175.0,05/03/2017,2057,WED,PLEASURE HOUSE RD,200 Feet From,3.0,329.0,3,"1699 INDEPENDENCE BL
VIRGINIA BEACH, VA
(36.894736, -76.143531)"
2017016004.0,05/02/2017,1819,TUE,264 NO,100 Feet From,3.0,324.0,2,"INDEPENDENCE BL S
VIRGINIA BEACH, VA
"
2016015015.0,04/18/2016,1836,MON,CAPTAINS RN,Yes,4.0,421.0,3,"KEMPSVILLE RD
VIRGINIA BEACH, VA
"
2017039822.0,10/07/2017,209,SAT,NEWTOWN RD,Yes,3.0,325.0,1,"VIRGINIA BEACH BL
VIRGINIA BEACH, VA
"
2016014984.0,04/18/2016,1601,MON,HOLLAND RD,Yes,1.0,128.0,2,"SHIPPS CORNER RD
VIRGINIA BEACH, VA
"
2017039277.0,10/03/2017,745,TUE,BOGGS AV S,30 Feet From,3.0,322.0,2,"4099 BONNEY RD
VIRGINIA BEACH, VA
(36.838293, -76.116616)"
2016015878.0,04/24/2016,127,SUN,POTTERS RD,Yes,1.0,127.0,1,"LYNNHAVEN PW
VIRGINIA BEACH, VA
"
2017039263.0,10/03/2017,658,TUE,LYNN SHORE DR,Yes,3.0,322.0,2,"3800 VIRGINIA BEACH
VIRGINIA BEACH, VA
(36.840034, -76.105973)"
2017039188.0,10/02/2017,1445,MON,VIRGINIA BEACH BL,200 Feet From,3.0,320.0,2,"LYNNHAVEN RD N
VIRGINIA BEACH, VA
"
2017038344.0,09/26/2017,1721,TUE,JERICHO RD,500 Feet From,3.0,323.0,3,"627 INDEPENDENCE BL
VIRGINIA BEACH, VA
(36.854948, -76.135167)"
2017039221.0,10/02/2017,1719,MON,ROSEMONT RD N,500 Feet From,3.0,322.0,4,"3662 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.840481, -76.098018)"
2017015040.0,04/28/2017,2340,FRI,NEWCOMBE DR,200 Feet From,4.0,420.0,1,"5865 BEECHWALK DR
VIRGINIA BEACH, VA
(36.804411, -76.199392)"
2017016217.0,05/04/2017,905,THU,20TH ST,100 Feet From,2.0,227.0,2,"1998 PACIFIC AV
VIRGINIA BEACH, VA
(36.848047, -75.976355)"
2017016378.0,05/05/2017,1523,FRI,BELLS RD,50.00 Miles From,2.0,228.0,2,"600 OCEANA BL
VIRGINIA BEACH, VA
(36.81911, -76.007717)"
2016013606.0,04/09/2015,1437,THU,ROSEMONT RD N,Yes,3.0,321.0,2,"VIRGINIA BEACH BL
VIRGINIA BEACH, VA
"
2016011954.0,03/29/2016,1931,TUE,LOUGH LA,Yes,3.0,331.0,2,"SHORE DR
VIRGINIA BEACH, VA
"
2017016250.0,05/04/2017,1448,THU,JARVIS RD,00.25 Miles From,1.0,121.0,2,"4053 WEST NECK RD
VIRGINIA BEACH, VA
(36.690712, -76.032987)"
