,GPIN,Street Address,Zip Code,Neighborhood,Land Value,Improvement Value,Total Value,Land USE (Y/N),Sale Date,Sale Price,Document Number,Deed Book,Deed Page,Location 1
427780,24143316590046,2373 Wessington Dr,23454-6308,Red Mill Village,68000.0,$116000,184000.0,No,07/08/2005,231900.0,200506160090667,,,"2373 Wessington Dr
Virginia Beach, VA 23454-6308
(36.752553, -76.008506)"
189524,14863314110000,811 Dryden St,23462-6905,Chimney Hill,66000.0,$117400,183400.0,No,06/28/1999,92000.0,000000000000000,4089,52.0,"811 Dryden St
Virginia Beach, VA 23462-6905
(36.810384, -76.107831)"
449668,24054037953325,2325 Barnsely Ct,23456,Castleton Camden Village,70000.0,$123500,193500.0,No,03/22/2000,0.0,000000000000000,4216,1415.0,"2325 Barnsely Ct
Virginia Beach, VA 23456
(36.775271, -76.03727)"
99377,14851463880000,3812 Shooting Star Dr,23456-1319,Sunstream Park Semi Det,59500.0,$96700,156200.0,No,10/15/2003,92500.0,200309090144793,,,"3812 Shooting Star Dr
Virginia Beach, VA 23456-1319
(36.785579, -76.113619)"
26667,14874083330000,3733 S Plaza Trl,23452-3325,Windsor Woods,80400.0,$125600,206000.0,No,06/05/2015,239900.0,20150605000519140,,,"3733 S Plaza Trl
Virginia Beach, VA 23452-3325
(36.829546, -76.101482)"
354501,15800061700000,3962 Aeries Way,23455-1558,Aeries On The Bay Townhouses,146000.0,$141300,287300.0,No,05/21/2014,0.0,20140521000445150,,,"3962 Aeries Way
Virginia Beach, VA 23455-1558
(36.911066, -76.113458)"
214162,13981035970000,2888 Indian Creek Rd,23457-1083,Blackwater,106700.0,$77700,184400.0,No,02/07/2017,0.0,20170207000109690,,,"2888 Indian Creek Rd
Virginia Beach, VA 23457-1083
(36.582282, -76.086612)"
401549,14795854520000,2217 Chicks Beach Ct,23455-1943,Chesapeake Beach,154800.0,$166200,321000.0,No,07/25/2000,175500.0,000000000000000,4258,729.0,"2217 Chicks Beach Ct
Virginia Beach, VA 23455-1943
(36.907258, -76.130656)"
192804,14859990250000,1205 White Birch Ln,23453-2831,Green Run Th,40000.0,$71200,111200.0,No,03/25/1974,26295.0,000000000000000,1409,662.0,"1205 White Birch Ln
Virginia Beach, VA 23453-2831
(36.797741, -76.085052)"
97974,14651181130000,1796 Drylie Ln,23464-7509,Charlestowne Woods/East,88000.0,$150900,238900.0,No,07/19/1994,108000.0,000000000000000,3414.0,2176.0,"1796 Drylie Ln
Virginia Beach, VA 23464-7509
(36.778402, -76.181872)"
162824,14749261100000,2409 Dewberry Ln,23456-8104,Dewberry Farm,138000.0,$245900,383900.0,No,01/07/2004,278325.0,200312020200023,,,"2409 Dewberry Ln
Virginia Beach, VA 23456-8104
(36.752065, -76.122045)"
84150,24147230470000,2545 Entrada Dr,23456-4210,Lagomar,155800.0,$335500,491300.0,No,06/24/1997,210000.0,000000000000000,3746.0,487.0,"2545 Entrada Dr
Virginia Beach, VA 23456-4210
(36.74916, -75.992945)"
30382,14561039740000,,,Trailer Parks,40000.0,$0,40000.0,No,11/23/2015,0.0,20151123001137670,,,"Virginia Beach, VA
(36.845117, -75.975518)"
148453,14683953570132,5589 Conservatory Ave,23455,Sajo Farms,124000.0,$290600,414600.0,No,02/27/2012,399970.0,20120227000208770,,,"5589 Conservatory Ave
Virginia Beach, VA 23455
(36.882521, -76.173513)"
24534,24084068880000,1920 Long Bridge Ln,23454-3540,Gloucester Village,115500.0,$198000,313500.0,No,07/27/2015,365000.0,20150727000709030,,,"1920 Long Bridge Ln
Virginia Beach, VA 23454-3540
(36.856621, -76.032784)"
388528,14859844830000,1284 Green Cedar Ln,23453-2805,Green Run Th,41000.0,$69700,110700.0,No,03/06/2007,140000.0,20070216000225050,,,"1284 Green Cedar Ln
Virginia Beach, VA 23453-2805
(36.796313, -76.086524)"
6088,14796787100000,2216 Greenwell Rd,23455,Shore Dr,103500.0,$0,103500.0,No,11/14/1958,0.0,000000000000000,563.0,378.0,"2216 Greenwell Rd
Virginia Beach, VA 23455
(36.90477, -76.127328)"
364891,14998562640000,1846 Duke Of York Quay,23454-1108,Chelsea,406100.0,$226600,632700.0,No,10/01/2002,510000.0,200207293008147,,,"1846 Duke Of York Quay
Virginia Beach, VA 23454-1108
(36.896777, -76.051854)"
159866,24070798690000,517 Cold Spring Rd,23454-4012,Point O Woods,120800.0,$155600,276400.0,No,06/04/2004,175000.0,200405050070379,,,"517 Cold Spring Rd
Virginia Beach, VA 23454-4012
(36.848852, -76.045447)"
99298,24144360410000,2524 Castle Hill Ct,23454-6335,Red Mill/Fox Chase,115000.0,$187700,302700.0,No,08/26/1994,0.0,000000000000000,3427.0,2019.0,"2524 Castle Hill Ct
Virginia Beach, VA 23454-6335
(36.752348, -76.0024)"
422942,14879669240000,482 Cranston Ln,23452-5733,Groveland Park,88000.0,$184200,272200.0,No,10/06/2004,0.0,200409130145365,,,"482 Cranston Ln
Virginia Beach, VA 23452-5733
(36.846881, -76.084763)"
254569,14970567560000,3033 Belle Haven Dr,23452-6905,Bellhaven/Southern Ter,87000.0,$131200,218200.0,No,05/29/1996,77800.0,000000000000000,3621,526.0,"3033 Belle Haven Dr
Virginia Beach, VA 23452-6905
(36.844003, -76.081006)"
321826,24179180310000,819 Close Ave,23451-4763,Shadow Lawn Sf,223900.0,$272500,496400.0,No,11/02/1990,0.0,000000000000000,2949.0,1903.0,"819 Close Ave
Virginia Beach, VA 23451-4763
(36.828543, -75.981863)"
156773,24071889520000,769 Westminster Ln,23454-3414,Washington Square Townhouses,57000.0,$88500,145500.0,No,02/25/2004,95500.0,200401210010950,,,"769 Westminster Ln
Virginia Beach, VA 23454-3414
(36.851801, -76.04262)"
411950,14560563150000,3141 Manatee Dr,23464-3445,Indian River,70600.0,$68400,139000.0,No,09/24/2003,123000.0,200308070122009,,,"3141 Manatee Dr
Virginia Beach, VA 23464-3445
(36.8179, -76.218599)"
52306,14978567032790,2420 Virginia Beach Blvd 126,23454-4057,Industrial Condo,11400.0,$2500,13900.0,No,02/06/1992,1510000.0,000000000000000,3055.0,1577.0,"2420 Virginia Beach Blvd 126
Virginia Beach, VA 23454-4057
(36.841861, -76.053738)"
475335,14865555690000,696 Arthur Ave,23452-3045,Pecan Gardens Th,36000.0,$76400,112400.0,No,09/29/1995,42000.0,000000000000000,3544,878.0,"696 Arthur Ave
Virginia Beach, VA 23452-3045
(36.816276, -76.099853)"
202211,14686976302190,1231 Foursome Ln,23455-6818,Cypress Point Commons,52700.0,$94000,146700.0,No,02/01/1988,99900.0,000000000000000,2707,1005.0,"1231 Foursome Ln
Virginia Beach, VA 23455-6818
(36.883127, -76.162075)"
243320,14658265049980,1508 April Ct,23464-7969,Indian Lks Cobblestone Pts W,43000.0,$97600,140600.0,No,10/04/2000,77746.0,000000000000000,4292,1641.0,"1508 April Ct
Virginia Beach, VA 23464-7969
(36.781679, -76.158366)"
135034,14858541010000,3520 Criollo Dr,23453-2215,Buckner Farms,108000.0,$171400,279400.0,No,08/13/2012,0.0,20120813000911100,,,"3520 Criollo Dr
Virginia Beach, VA 23453-2215
(36.786995, -76.090606)"
323924,24088518910000,1101 Caton Dr,23454-3174,Linkhorn Oaks,381800.0,$466500,848300.0,No,11/27/2013,0.0,20131202001387410,,,"1101 Caton Dr
Virginia Beach, VA 23454-3174
(36.869909, -76.020131)"
278921,24074958910000,825 Hilltop Rd,23454-3815,Hilltop Manor,105000.0,$108400,213400.0,No,04/14/1982,32000.0,000000000000000,2196.0,1606.0,"825 Hilltop Rd
Virginia Beach, VA 23454-3815
(36.85402, -76.032952)"
104248,14760817020000,4864 Tunlaw Ct,23462-7236,Kempsville Lake,57000.0,$124200,181200.0,No,01/06/2006,210000.0,20051220002036950,,,"4864 Tunlaw Ct
Virginia Beach, VA 23462-7236
(36.825744, -76.151648)"
160811,14863499560000,3611 Chimney Creek Dr,23462-6814,Chimney Hill Th,46000.0,$80200,126200.0,No,02/27/1989,68926.0,000000000000000,2807,562.0,"3611 Chimney Creek Dr
Virginia Beach, VA 23462-6814
(36.814753, -76.104964)"
160372,24251253300000,756 Goodard Dr,23454-6867,Ocean Lakes Th,62300.0,$112300,174600.0,No,11/13/2001,83000.0,000000000000000,4523,430.0,"756 Goodard Dr
Virginia Beach, VA 23454-6867
(36.776962, -75.978021)"
161585,14563085330000,1137 Clydesdale Ln,23464-4411,Level Green Th/Owl Ct,45000.0,$93900,138900.0,No,09/16/2013,0.0,20130916001112470,,,"1137 Clydesdale Ln
Virginia Beach, VA 23464-4411
(36.804538, -76.207904)"
152396,23094836360000,2113 Blossom Hill Ct,23457-1355,Pungo,132500.0,$255900,388400.0,No,09/14/2000,217000.0,000000000000000,4276,319.0,"2113 Blossom Hill Ct
Virginia Beach, VA 23457-1355
(36.631555, -76.041834)"
170287,24075838930000,1853 Steve Ln,23454-3819,Hilltop Manor,105000.0,$65400,170400.0,No,01/18/1990,55000.0,000000000000000,2885,768.0,"1853 Steve Ln
Virginia Beach, VA 23454-3819
(36.851413, -76.030529)"
446343,14950979780000,3232 Saxon Pl,23453-3018,Scarborough Square,38400.0,$81600,120000.0,No,06/29/1999,39873.0,000000000000000,4089,1566.0,"3232 Saxon Pl
Virginia Beach, VA 23453-3018
(36.800204, -76.082327)"
468489,14683510915581,5581 Frog Pond Ln,23455,Grayson Pond,63500.0,$137700,201200.0,No,04/19/2011,180600.0,20110419000397200,,,"5581 Frog Pond Ln
Virginia Beach, VA 23455
(36.870368, -76.174778)"
197540,24196034960000,500 58th St,23451-2231,North Virginia Beach Crystal A,446300.0,$532900,979200.0,No,01/03/2014,1400000.0,20140103000012450,,,"500 58th St
Virginia Beach, VA 23451-2231
(36.882359, -75.991635)"
343213,14558080710000,1932 John Brown Ln,23464-8757,Alexandria,75000.0,$161600,236600.0,No,05/16/2014,190000.0,20140516000430320,,,"1932 John Brown Ln
Virginia Beach, VA 23464-8757
(36.775088, -76.191973)"
280236,14684324050731,731 Gemstone Ln,23462-1191,Diamond Springs Condo,29000.0,$64000,93000.0,No,05/10/2001,67000.0,000000000000000,4383.0,697.0,"731 Gemstone Ln
Virginia Beach, VA 23462-1191
(36.866703, -76.17094)"
471349,24156522050000,1037 Dam Neck Rd,23454-5116,Princess Anne,162500.0,$0,162500.0,No,11/05/1992,0.0,000000000000000,3146,1434.0,"1037 Dam Neck Rd
Virginia Beach, VA 23454-5116
(36.785901, -75.995264)"
1836,24082732100000,2204 Honeysuckle Ct,23454,Laurel Cove,178000.0,$195500,373500.0,No,08/26/2014,365000.0,20140826000800780,,,"2204 Honeysuckle Ct
Virginia Beach, VA 23454
(36.874649, -76.040346)"
439368,14749858550000,1929 Stillwood Ln,23456-4954,Salem Lakes,83000.0,$150800,233800.0,No,04/13/2009,0.0,20090414000395020,,,"1929 Stillwood Ln
Virginia Beach, VA 23456-4954
(36.770741, -76.12112)"
345062,14559579220000,1601 Ellsberg Ct,23464-6607,Brandon,87000.0,$161300,248300.0,No,08/24/1994,112500.0,000000000000000,3426.0,1684.0,"1601 Ellsberg Ct
Virginia Beach, VA 23464-6607
(36.791429, -76.188247)"
364128,14935315231708,2822 Crescent Moon Ct,23456-2548,Wordsworth Village,81900.0,$167000,248900.0,No,11/09/2005,0.0,20051109001821000,,,"2822 Crescent Moon Ct
Virginia Beach, VA 23456-2548
(36.725588, -76.071265)"
22222,14868228080000,905 Woodhue Ct,23452-4822,Lakes,57000.0,$97000,154000.0,No,08/23/2012,144291.0,20120824000965240,,,"905 Woodhue Ct
Virginia Beach, VA 23452-4822
(36.80864, -76.090396)"
283269,14779550250000,4205 Virginia Beach Blvd,23452,Va Beach Blvd,599500.0,$116300,715800.0,No,06/08/2004,680000.0,200405190078232,,,"4205 Virginia Beach Blvd
Virginia Beach, VA 23452
(36.843191, -76.119248)"
252272,24251297000000,1704 Unicorn Dr,23454-6870,Ocean Lakes Th,62300.0,$128500,190800.0,No,05/06/2011,160000.0,20110506000460450,,,"1704 Unicorn Dr
Virginia Beach, VA 23454-6870
(36.777976, -75.976787)"
384260,14670208140000,5613 Colter Ct,23462-3204,Arrowhead Townhouses,47000.0,$71500,118500.0,No,06/18/2001,54000.0,000000000000000,4418.0,386.0,"5613 Colter Ct
Virginia Beach, VA 23462-3204
(36.837746, -76.186039)"
412902,14880060690000,633 W Lynn Shores Cir,23452-2609,Thalia Waterfront,324000.0,$207200,531200.0,No,06/16/2003,0.0,200304240063187,,,"633 W Lynn Shores Cir
Virginia Beach, VA 23452-2609
(36.856094, -76.114673)"
151108,14878706780000,532 King Richard Dr,23452-5712,Kings Point,106000.0,$154500,260500.0,No,08/03/2012,179435.0,20120803000875300,,,"532 King Richard Dr
Virginia Beach, VA 23452-5712
(36.849084, -76.090003)"
328830,14854600000000,3928 Rica Dr,23453-1935,Green Run Th,40000.0,$93200,133200.0,No,06/26/1990,72800.0,000000000000000,2919.0,1441.0,"3928 Rica Dr
Virginia Beach, VA 23453-1935
(36.789741, -76.10551)"
57884,14878123600000,252 Appian Ave,23452-5402,Princess Anne Plaza,72500.0,$117500,190000.0,No,06/02/2004,0.0,200404260065176,,,"252 Appian Ave
Virginia Beach, VA 23452-5402
(36.83151, -76.089906)"
368437,24083195860000,909 Calypso Ln,23454-6024,Grt Nk Mdws/Fst Pk/Old Don Wds,133000.0,$245500,378500.0,No,08/04/1992,165900.0,000000000000000,3113.0,2015.0,"909 Calypso Ln
Virginia Beach, VA 23454-6024
(36.85883, -76.034743)"
253603,24272451990000,812 Atlantic Ave,23451,Beach-East,1775500.0,$754200,2529700.0,No,06/05/1997,0.0,000000000000000,3748,1671.0,"812 Atlantic Ave
Virginia Beach, VA 23451
(36.837069, -75.972002)"
175872,14743632700000,3945 Larchwood Dr,23456-6807,Glenwood,91000.0,$206000,297000.0,No,10/04/2006,345900.0,20060831001328910,,,"3945 Larchwood Dr
Virginia Beach, VA 23456-6807
(36.764033, -76.142529)"
388290,24196736470000,117 77th St,23451-1916,North Va Beach,477100.0,$105600,582700.0,No,07/11/2016,0.0,20160711000590600,,,"117 77th St
Virginia Beach, VA 23451-1916
(36.901901, -75.991402)"
43630,14869529740000,3305 Plainsman Trl,23452-5222,Princess Anne Plaza,72500.0,$82700,155200.0,No,11/13/2002,0.0,200210073044925,,,"3305 Plainsman Trl
Virginia Beach, VA 23452-5222
(36.817084, -76.086847)"
309800,24157769950000,895 Short Line Rd,23451-4815,Park Place,115000.0,$199700,314700.0,No,05/08/2012,0.0,20120508000506790,,,"895 Short Line Rd
Virginia Beach, VA 23451-4815
(36.793193, -75.990311)"
440642,14887078680000,705 Yorkshire Dr,23452-5819,Kings Grant Sec 4-5,188000.0,$212500,400500.0,No,06/01/2009,309500.0,20090601000608880,,,"705 Yorkshire Dr
Virginia Beach, VA 23452-5819
(36.857976, -76.090503)"
268668,14952065730000,3101 Barberry Ln,23453-5944,Landstown Meadows,89000.0,$157600,246600.0,No,05/21/2010,280000.0,20100521000488670,,,"3101 Barberry Ln
Virginia Beach, VA 23453-5944
(36.774849, -76.076509)"
124841,14853721600000,1612 Fairfax Dr,23453-1839,Green Run Th,41000.0,$60100,101100.0,No,10/24/2002,48000.0,200209113030662,,,"1612 Fairfax Dr
Virginia Beach, VA 23453-1839
(36.793329, -76.107951)"
136553,14679643770000,5021 Jeanne St,23462-6631,Aragona Village,75900.0,$137700,213600.0,No,09/04/2007,0.0,20070904001201660,,,"5021 Jeanne St
Virginia Beach, VA 23462-6631
(36.847162, -76.153446)"
63281,14869375870000,904 Wareham Ct,23452-4929,Lakes,57000.0,$109000,166000.0,No,09/20/2007,185073.0,20070920001282250,,,"904 Wareham Ct
Virginia Beach, VA 23452-4929
(36.810404, -76.085613)"
98506,24179520510002,1221 Parks Ave,23451,S Va Beach-S Condos,94200.0,$182700,276900.0,No,12/12/2006,0.0,20061212001850320,,,"1221 Parks Ave
Virginia Beach, VA 23451
(36.839589, -75.983783)"
165409,24048321090000,2388 Upper Greens Pl,23456-3587,Highgate Greens/Crossing,144000.0,$277200,421200.0,No,06/21/1999,230000.0,000000000000000,4081,1121.0,"2388 Upper Greens Pl
Virginia Beach, VA 23456-3587
(36.752796, -76.024402)"
131318,14661598880000,5444 Hargrove Blvd,23464-2348,Fairfield Forest/Shrs,119300.0,$254000,373300.0,No,07/11/1997,198500.0,000000000000000,3752,530.0,"5444 Hargrove Blvd
Virginia Beach, VA 23464-2348
(36.818674, -76.179674)"
53504,14677929770061,5425 Port Royal Dr,23462-7191,Witchduck Lake Condos,85000.0,$145900,230900.0,No,10/07/2005,270000.0,200509160150182,,,"5425 Port Royal Dr
Virginia Beach, VA 23462-7191
(36.857258, -76.161499)"
164650,14679743450000,448 Southgate Ave,23462-2015,Aragona Village,75900.0,$163500,239400.0,No,05/14/2012,219900.0,20120514000532810,,,"448 Southgate Ave
Virginia Beach, VA 23462-2015
(36.849799, -76.15381)"
233100,13965942050000,2705 Reads Rd,23457-1093,Blackwater,214700.0,$141600,356300.0,No,05/03/1993,0.0,000000000000000,3210,1465.0,"2705 Reads Rd
Virginia Beach, VA 23457-1093
(36.551627, -76.074123)"
57699,14560852500000,1028 Hobbs Rd,23464-1709,Ballylinn Shores,87600.0,$135600,223200.0,No,11/16/2010,0.0,20101116001217900,,,"1028 Hobbs Rd
Virginia Beach, VA 23464-1709
(36.825527, -76.218779)"
437747,14660005780000,5604 Hearth Cir,23464-5212,Cedar Hill,91000.0,$142500,233500.0,No,05/03/2010,0.0,20100503000412190,,,"5604 Hearth Cir
Virginia Beach, VA 23464-5212
(36.804033, -76.186995)"
457712,24091974560000,2221 Leeward Shore Dr,23451-1716,Bay Island,439200.0,$194500,633700.0,No,01/24/2005,0.0,200501030000473,,,"2221 Leeward Shore Dr
Virginia Beach, VA 23451-1716
(36.908278, -76.040959)"
102143,14931954560044,3148 Guardhouse Cir,23456-7509,Courthouse Woods Condo,90500.0,$158300,248800.0,No,10/24/2013,225000.0,20131024001265310,,,"3148 Guardhouse Cir
Virginia Beach, VA 23456-7509
(36.74537, -76.081663)"
128781,14752687110000,1516 Willimantic Dr,23456-4837,Salem Woods,109000.0,$224500,333500.0,No,04/15/1985,116215.0,000000000000000,2404.0,1307.0,"1516 Willimantic Dr
Virginia Beach, VA 23456-4837
(36.792582, -76.143711)"
255867,14794779732900,4708 Bay Quarter Ct,23455-2000,Ches Bch Bay Quarter Condo,66000.0,$102700,168700.0,No,01/07/2013,2755000.0,20130107000029470,,,"4708 Bay Quarter Ct
Virginia Beach, VA 23455-2000
(36.905548, -76.132598)"
462033,14653479810000,1580 Lake Christopher Dr,23464-7213,Lake Christopher,146000.0,$309500,455500.0,No,10/27/2014,0.0,20141027001023200,,,"1580 Lake Christopher Dr
Virginia Beach, VA 23464-7213
(36.788196, -76.174948)"
398017,14765996250000,464 S Independence Blvd 100,23452-1760,Offices- Income,660800.0,$581000,1241800.0,No,02/02/1984,85000.0,000000000000000,2312,415.0,"464 S Independence Blvd 100
Virginia Beach, VA 23452-1760
(36.827487, -76.132733)"
58794,14862093870000,,,Homeowners Assoc,0.0,$0,0.0,No,12/17/1974,75182.0,000000000000000,1462.0,142.0,"Virginia Beach, VA
(36.845117, -75.975518)"
399318,24076476370000,121 Lavergne Ln,23454-4517,Oceana Village,83000.0,$75900,158900.0,No,01/11/2002,45000.0,000000000000000,4584,71.0,"121 Lavergne Ln
Virginia Beach, VA 23454-4517
(36.839781, -76.026127)"
442239,14665552873510,618 Oleander Cir,23464-4219,Fairfield Gdns Condo,52700.0,$93500,146200.0,No,01/21/2010,172000.0,20100122000065200,,,"618 Oleander Cir
Virginia Beach, VA 23464-4219
(36.817868, -76.167209)"
61773,14697238980000,5129 Crystal Point Dr,23455-3965,Crystal Pt/Heron Roost,206300.0,$304700,511000.0,No,11/29/2001,0.0,000000000000000,108.0,1900.0,"5129 Crystal Point Dr
Virginia Beach, VA 23455-3965
(36.892671, -76.159151)"
412663,14697652510000,5205 S Lake Rd,23455,Lake Shores,134000.0,$124900,258900.0,No,04/02/2010,0.0,20100402000307670,,,"5205 S Lake Rd
Virginia Beach, VA 23455
(36.902038, -76.157986)"
329748,14899969330000,3169 Page Ave,23451-1122,Wind Rose Townhouses,162900.0,$215400,378300.0,No,05/10/2005,432000.0,200503250044826,,,"3169 Page Ave
Virginia Beach, VA 23451-1122
(36.910566, -76.082596)"
346616,24179460380000,719 10th St,23451-4524,Shadow Lawn Sf,223900.0,$67000,290900.0,No,10/15/2002,146000.0,200208203019684,,,"719 10th St
Virginia Beach, VA 23451-4524
(36.836925, -75.982195)"
262715,14990957564520,3066 Cape Henry Ct,23451-1146,Cape Henry Villas Condo,59800.0,$101500,161300.0,No,05/25/2000,97500.0,000000000000000,4230.0,364.0,"3066 Cape Henry Ct
Virginia Beach, VA 23451-1146
(36.90934, -76.079818)"
459377,14754837830000,1220 Hartford Dr,23464-5845,Bellamy Woods,153000.0,$286600,439600.0,No,04/10/2017,0.0,20170410000290280,,,"1220 Hartford Dr
Virginia Beach, VA 23464-5845
(36.797942, -76.138163)"
383093,14664264610000,5420 Chatham Hall Dr,23464-5427,Chatham Hall Phase 4-5-6,74000.0,$133000,207000.0,No,06/28/2006,226000.0,20060605000850510,,,"5420 Chatham Hall Dr
Virginia Beach, VA 23464-5427
(36.809014, -76.170917)"
325071,24270215920000,708 High Point Ave,23451-4706,Shadow Lawn Sf,223900.0,$354700,578600.0,No,07/25/2003,0.0,200306300099003,,,"708 High Point Ave
Virginia Beach, VA 23451-4706
(36.832983, -75.980559)"
202555,24147937750000,1880 Scarlotti Ct,23454-6607,Ocean Lakes,94000.0,$122600,216600.0,No,07/01/1996,78500.0,000000000000000,3633,1675.0,"1880 Scarlotti Ct
Virginia Beach, VA 23454-6607
(36.770768, -75.992335)"
98477,24074727330000,1948 Laskin Rd,23454,Shopping Centers,980600.0,$503000,1483600.0,No,10/29/1999,0.0,000000000000000,4128.0,201.0,"1948 Laskin Rd
Virginia Beach, VA 23454
(36.847821, -76.034625)"
462387,24170545870000,245 Oceana Blvd N,23454-4855,Oceana West,63900.0,$37100,101000.0,No,05/18/2017,115000.0,20170518000414850,,,"245 Oceana Blvd N
Virginia Beach, VA 23454-4855
(36.841895, -76.013165)"
208126,14788100140000,605 Liverpool St,23455-6514,Pembroke Meadows,104000.0,$137200,241200.0,No,05/26/2000,134900.0,000000000000000,4230,503.0,"605 Liverpool St
Virginia Beach, VA 23455-6514
(36.859394, -76.123837)"
139435,14579185410000,5716 Bannock Rd,23462-3904,Arrowhead,102500.0,$113000,215500.0,No,03/23/1962,20325.0,000000000000000,723,372.0,"5716 Bannock Rd
Virginia Beach, VA 23462-3904
(36.833999, -76.18687)"
222345,24195992110001,8103 Atlantic Ave B,23451-1858,North Va Beach,276900.0,$276100,553000.0,No,08/05/1985,32250.0,000000000000000,2431,1332.0,"8103 Atlantic Ave B
Virginia Beach, VA 23451-1858
(36.906315, -75.992958)"
129342,14796405360000,4620 Curtiss Dr,23455-4320,Thoroughgood/Blackthorne,164900.0,$124600,289500.0,No,08/02/1995,135000.0,000000000000000,3523.0,537.0,"4620 Curtiss Dr
Virginia Beach, VA 23455-4320
(36.89622, -76.12949)"
342888,14863617680000,3728 Chancery Ln,23452-2839,Windsor Oaks West Townhouses,50000.0,$112200,162200.0,No,09/11/1984,55156.0,000000000000000,2360.0,989.0,"3728 Chancery Ln
Virginia Beach, VA 23452-2839
(36.819425, -76.10768)"
25764,14868925790000,3408 Rainey Rd,23452-4123,Princess Anne Plaza,72500.0,$115700,188200.0,No,03/31/2014,210000.0,20140401000275440,,,"3408 Rainey Rd
Virginia Beach, VA 23452-4123
(36.82675, -76.08981)"
28637,14677929770003,652 Pawleys Arch,23462-7184,Witchduck Lake Condos,85000.0,$132500,217500.0,No,05/25/2004,191400.0,200404080055271,,,"652 Pawleys Arch
Virginia Beach, VA 23462-7184
(36.858185, -76.163784)"
300318,14744766780000,3708 Creekwood Dr,23456-6827,Bentley Gate,116000.0,$209300,325300.0,No,10/08/2010,345000.0,20101008001065370,,,"3708 Creekwood Dr
Virginia Beach, VA 23456-6827
(36.767578, -76.138137)"
310812,14859832790000,3453 Crimson Holly Ln,23453-2802,Green Run Th,38000.0,$68700,106700.0,No,02/24/1983,38000.0,000000000000000,2242.0,92.0,"3453 Crimson Holly Ln
Virginia Beach, VA 23453-2802
(36.796182, -76.087057)"
71941,14781245400000,817 Aragona Blvd,23455-5701,Aragona Village,75900.0,$147500,223400.0,No,11/15/2016,230000.0,20161115001035500,,,"817 Aragona Blvd
Virginia Beach, VA 23455-5701
(36.863707, -76.145948)"
450360,14772366380000,4841 Mandan Rd,23462-5825,Pocahontas Village,89000.0,$79800,168800.0,No,09/14/2004,139900.0,200408030120255,,,"4841 Mandan Rd
Virginia Beach, VA 23462-5825
(36.839618, -76.142868)"
16200,24254628330000,,,General Booth,695700.0,$0,695700.0,No,04/04/1988,2000000.0,000000000000000,2721.0,1027.0,"Virginia Beach, VA
(36.845117, -75.975518)"
247621,24041500700000,2312 Fenwick Way,23453,Princess Anne Quarter/Woods,140000.0,$411100,551100.0,No,03/25/2002,0.0,000000000000000,4650,2062.0,"2312 Fenwick Way
Virginia Beach, VA 23453
(36.758815, -76.048301)"
10972,14689673180000,725 Harris Point Dr,23455-4762,Haygood Point,135400.0,$227900,363300.0,No,08/10/2015,0.0,20150810000767570,,,"725 Harris Point Dr
Virginia Beach, VA 23455-4762
(36.874747, -76.151904)"
34235,14961608360000,617 Bethune Dr,23452-6608,Princess Anne Plaza,72500.0,$124400,196900.0,No,01/31/1992,81500.0,000000000000000,3053.0,1195.0,"617 Bethune Dr
Virginia Beach, VA 23452-6608
(36.819518, -76.080582)"
460376,14854577690000,3741 Canadian Arch,23453-1940,Green Run Th,40000.0,$92000,132000.0,No,05/03/2017,105000.0,20170503000366660,,,"3741 Canadian Arch
Virginia Beach, VA 23453-1940
(36.789451, -76.102982)"
79936,14760281360000,992 Larkaway Ct,23464-3018,Bellamy Manor Estates,120000.0,$171500,291500.0,No,11/08/2010,0.0,20101108001184480,,,"992 Larkaway Ct
Virginia Beach, VA 23464-3018
(36.808161, -76.150145)"
443656,14683751790000,5613 Del Park Ct,23455-6650,Wesleyan Pines,106000.0,$225800,331800.0,No,03/06/2001,174900.0,000000000000000,4357,610.0,"5613 Del Park Ct
Virginia Beach, VA 23455-6650
(36.877041, -76.172431)"
140204,24173979603200,1276 Laskin Rd 200,23451-5272,Linkhorn Bay Condo,37300.0,$207300,244600.0,No,01/27/1999,0.0,000000000000000,4021,1524.0,"1276 Laskin Rd 200
Virginia Beach, VA 23451-5272
(36.85319, -76.001434)"
51689,24095171060000,,,Stabilized Residential Land,1400.0,$0,1400.0,No,09/25/2000,4152.0,000000000000000,4274.0,487.0,"Virginia Beach, VA
(36.845117, -75.975518)"
146404,14952171290000,3121 Bloomfield Ct,23453-5503,Landstown Lakes/Court,88000.0,$145000,233000.0,No,01/11/2007,260000.0,20061219001880820,,,"3121 Bloomfield Ct
Virginia Beach, VA 23453-5503
(36.776443, -76.07632)"
143607,14997292460000,1709 Colson Ct,23454-1214,Broad Bay Estates,252000.0,$224700,476700.0,No,05/26/1998,240000.0,000000000000000,3879,1174.0,"1709 Colson Ct
Virginia Beach, VA 23454-1214
(36.888829, -76.054609)"
193026,14674802880000,5508 Virginia Beach Blvd,23462,Va Beach Blvd,696200.0,$315300,1011500.0,No,02/21/2005,0.0,200501210011207,,,"5508 Virginia Beach Blvd
Virginia Beach, VA 23462
(36.852058, -76.171898)"
121137,14850268870000,1977 Aquamarine Dr,23456-1363,Salem Villages,78200.0,$142500,220700.0,No,01/13/1999,95500.0,000000000000000,3988.0,1844.0,"1977 Aquamarine Dr
Virginia Beach, VA 23456-1363
(36.781517, -76.117151)"
